Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Europe & Central Asia (excluding high income),8.79068E+11,8.59565E+11,7.91014E+11,7.85266E+11,6.74046E+11,7.21537E+11,7.29342E+11,7.61417E+11,7.0549E+11,5.91798E+11,6.62866E+11,6.55068E+11,7.50708E+11,9.47224E+11,1.25602E+12,1.58962E+12,1.95011E+12,2.50947E+12,3.11039E+12,2.43781E+12,2.95312E+12,3.67009E+12,3.91468E+12,4.15028E+12,3.84577E+12,2.92167E+12,2.77784E+12,3.11839E+12,3.18338E+12,3.2506E+12,2.99161E+12
Europe & Central Asia,8.84442E+12,9.12955E+12,9.79352E+12,9.00296E+12,9.41276E+12,1.08691E+13,1.1094E+13,1.0522E+13,1.07947E+13,1.06764E+13,1.00659E+13,1.01683E+13,1.11343E+13,1.35346E+13,1.57755E+13,1.67809E+13,1.81677E+13,2.12277E+13,2.33633E+13,2.0545E+13,2.10162E+13,2.33055E+13,2.24532E+13,2.34545E+13,2.37838E+13,2.0481E+13,2.04084E+13,2.16527E+13,2.31885E+13,2.29079E+13,2.21566E+13
Ecuador,15239272612,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.07562E+11,1.08108E+11,99291124000
"Egypt, Arab Rep.",42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,1.07426E+11,1.30438E+11,1.62818E+11,1.89147E+11,2.18984E+11,2.3599E+11,2.79117E+11,2.88434E+11,3.05595E+11,3.29367E+11,3.32442E+11,2.48363E+11,2.62589E+11,3.18679E+11,3.83818E+11
Euro area,5.89851E+12,6.13265E+12,6.76606E+12,6.19118E+12,6.53537E+12,7.53823E+12,7.62851E+12,6.97636E+12,7.1751E+12,7.13998E+12,6.51763E+12,6.61938E+12,7.22669E+12,8.89754E+12,1.02022E+13,1.05686E+13,1.12336E+13,1.29384E+13,1.42268E+13,1.30006E+13,1.27005E+13,1.37007E+13,1.26956E+13,1.32555E+13,1.35699E+13,1.17269E+13,1.20256E+13,1.27366E+13,1.37607E+13,1.34805E+13,1.3155E+13
Eritrea,,,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745523074.7,688918509,706370815.6,752371683.2,729321671.4,870248293.7,1109054005,1098424709,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,,,,,,,,,
Spain,5.36559E+11,5.77166E+11,6.30916E+11,5.25076E+11,5.30563E+11,6.14609E+11,6.42589E+11,5.90077E+11,6.19215E+11,6.34908E+11,5.98363E+11,6.2783E+11,7.08757E+11,9.07492E+11,1.06906E+12,1.15372E+12,1.2604E+12,1.474E+12,1.63186E+12,1.49147E+12,1.42211E+12,1.48071E+12,1.32475E+12,1.35558E+12,1.37182E+12,1.19616E+12,1.23355E+12,1.31325E+12,1.4217E+12,1.39432E+12,1.27813E+12
Estonia,,,,,,4502970889,4786018988,5154420649,5674080543,5756912266,5686579748,6254649539,7367975888,9874013098,12145911801,14106790200,17022870405,22449129483,24341678629,19633031398,19523477326,23213994093,23019150071,25115753366,26634083965,22890762090,24072829277,26924385103,30624720196,31081901909,31370395573
Ethiopia,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589233860,7818205593,7700833482,8242349618,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648276605,55612228234,64589328551,74296745208,81770886826,84269196626,95912607722,1.07658E+11
European Union,6.49776E+12,6.73592E+12,7.40635E+12,6.76116E+12,7.16193E+12,8.29583E+12,8.43135E+12,7.73377E+12,7.96983E+12,7.92588E+12,7.27639E+12,7.39361E+12,8.08352E+12,9.93213E+12,1.14189E+13,1.19101E+13,1.27126E+13,1.47275E+13,1.62954E+13,1.47627E+13,1.4556E+13,1.5765E+13,1.46415E+13,1.52947E+13,1.56512E+13,1.35537E+13,1.38885E+13,1.47655E+13,1.5981E+13,1.56934E+13,1.53812E+13
Fragile and conflict affected situations,5.60686E+11,4.00468E+11,3.64574E+11,3.7344E+11,3.87436E+11,4.70664E+11,5.1352E+11,5.73428E+11,5.8991E+11,4.55617E+11,5.28335E+11,5.25133E+11,5.16369E+11,5.43451E+11,6.83123E+11,8.5848E+11,1.06429E+12,1.29743E+12,1.64644E+12,1.51473E+12,1.78771E+12,1.66637E+12,1.86331E+12,1.93546E+12,2.0536E+12,1.61727E+12,1.49026E+12,1.54954E+12,1.73511E+12,1.83874E+12,1.66656E+12
Finland,1.41438E+11,1.27774E+11,1.12533E+11,89214114708,1.033E+11,1.3419E+11,1.32129E+11,1.26912E+11,1.34039E+11,1.35264E+11,1.2602E+11,1.29533E+11,1.40404E+11,1.71652E+11,1.97479E+11,2.04885E+11,2.17089E+11,2.56378E+11,2.85716E+11,2.53498E+11,2.49424E+11,2.75604E+11,2.5829E+11,2.71362E+11,2.74863E+11,2.34534E+11,2.40771E+11,2.55648E+11,2.75708E+11,2.68515E+11,2.71886E+11
Fiji,1337017559,1383883250,1532411039,1636101247,1825732093,1970301486,2128696644,2090221137,1653146717,1936459986,1678219508,1652462023,1833279985,2300492465,2708078477,2980403845,3076305453,3378314600,3523185920,2870624636,3140166713,3779411899,3972028104,4189967999,4857104791,4682479912,4930213634,5353469171,5581425325,5444407214,4432466237
France,1.26918E+12,1.26928E+12,1.40147E+12,1.32282E+12,1.39398E+12,1.60109E+12,1.60568E+12,1.45288E+12,1.50311E+12,1.49315E+12,1.36564E+12,1.37766E+12,1.50141E+12,1.84454E+12,2.11963E+12,2.19695E+12,2.32054E+12,2.66059E+12,2.9303E+12,2.70089E+12,2.64519E+12,2.86516E+12,2.68367E+12,2.81188E+12,2.85596E+12,2.43919E+12,2.47296E+12,2.59515E+12,2.79096E+12,2.72887E+12,2.64742E+12
Faroe Islands,960805408.9,909253214.8,912670413.3,760957189.8,758739178.6,901404709.8,989536914.7,933763083.4,1104744235,1127684827,1067109531,1160268212,1275093689,1501941581,1724770771,1759739599,2017680835,2339015313,2489873250,2296065170,2331796784,2505740669,2427200389,2690110521,2914012679,2573905971,2813278869,2980057378,3188600927,3266432734,3262045883
"Micronesia, Fed. Sts.",147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,416000000,408000000
Gabon,5952293765,5402919785,5592390827,4378645081,4190819344,4958845648,5694040003,5326817115,4483417310,4662992036,5080483629,5023265413,5335451100,6511903365,7770219008,9582783991,10327598306,12455409587,15571348344,12113699068,14372593020,18210307744,17170464016,17595744798,18203966896,14383107763,14023890265,14929487485,16867326402,16874405465,15314577155
United Kingdom,1.09317E+12,1.1428E+12,1.17966E+12,1.06139E+12,1.14049E+12,1.34424E+12,1.41965E+12,1.56091E+12,1.65369E+12,1.68783E+12,1.66553E+12,1.64983E+12,1.78573E+12,2.05442E+12,2.42153E+12,2.54318E+12,2.70844E+12,3.09051E+12,2.92941E+12,2.41284E+12,2.48548E+12,2.66381E+12,2.70709E+12,2.78485E+12,3.06471E+12,2.92791E+12,2.68911E+12,2.68015E+12,2.87134E+12,2.85141E+12,2.69781E+12
Georgia,7500000000,6400000000,3730000000,2701301483,2514070772,2693768413,3095047604,3510520231,3613497317,2800025883,3057475335,3219462262,3395766678,3991377904,5125365192,6410912050,7745250734,10172931089,12795145131,10766920066,12243217071,15107486236,16488822461,17190068236,17627332900,14953673796,15141598623,16242645072,17596922470,17470436259,15842922533
Ghana,5889106573,6603185268,6416103926,5968922939,5446383727,6464382808,6932991739,6891443192,7482069162,7718109982,4982850662,5314872854,6166197848,7632723556,8881417907,10744568381,20885037597,24827339138,28679383241,26048720006,32197655567,39336668081,41271701061,62824629066,54783320577,49406009812,56164928691,60405920072,67298913752,68337974418,70043095504
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,2666750819,3015058207,3284620423,3279096493,3383092769,3693710533,3868968367,3783700462,3588375622,3461282461,2995361111,2829435909,2950198724,3446441785,3635458214,2937071741,4220019243,6281917650,6964179188,6716904517,6853467832,6785137216,7638045226,8376613881,8778473643,8794202394,8595955600,10324668271,11857030367,13442861496,14177835841
"Gambia, The",317083695.5,690311080.5,714254256.1,755040974.1,746493951.9,785999864.8,848239446.2,803633342.5,840285264.6,814724032.1,782913871.8,687410645.1,578235309.3,487038685,961900651.4,1027701068,1054112488,1279703047,1561766956,1450142509,1543294927,1409693597,1415004738,1375609453,1229461721,1378176609,1484578886,1504909463,1670671328,1813609692,1812170891
Guinea-Bissau,243961995.5,257150374.1,226313443.7,236880821.7,235620043.5,253966922.3,270419779.4,268551010.9,206457553.4,224446663.8,371095522,392621389.5,417806651.1,477458577.2,532062894.8,587029096,592365659.8,696910784,868154627.9,830126428.8,849878489.1,1099818592,989271155.1,1046087367,1054915581,1048229633,1179004911,1350177012,1504630234,1439638411,1431758232
Equatorial Guinea,112119411.5,110906028.5,134707183.8,136047906.2,100807002.5,141853360.9,232463022.8,442337870.7,370687634.4,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443436,21357343669,22388344144,21948834284,21765453082,13185496881,11240808847,12200913888,13097012124,11364133546,9893816016
Greece,97891092003,1.05143E+11,1.16225E+11,1.08809E+11,1.16602E+11,1.36878E+11,1.45862E+11,1.43158E+11,1.44428E+11,1.42589E+11,1.30458E+11,1.36309E+11,1.54564E+11,2.0237E+11,2.40964E+11,2.47875E+11,2.73547E+11,3.18903E+11,3.55909E+11,3.31309E+11,2.97125E+11,2.82996E+11,2.42029E+11,2.38908E+11,2.35458E+11,1.95684E+11,1.93148E+11,1.99844E+11,2.12049E+11,2.05253E+11,1.8848E+11
Grenada,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037,771275555.6,771014814.8,778655555.6,799881481.5,842618518.5,911496296.3,997007407.4,1061640741,1125685185,1166514815,1213485185,1043411111
Greenland,1018977280,1016500069,1037916163,927214151.8,1005887539,1208953287,1197515569,1072154434,1149858070,1131555107,1068025016,1086170704,1169136716,1558759823,1822499769,1849802648,2013106930,2249811296,2499092314,2529963903,2503167187,2684461375,2609678486,2684946990,2842065708,2499113023,2707139544,2851613679,3055782146,2997309972,3082884653
Guatemala,7650196845,9406135143,10440781588,11400017301,12983233311,14655404433,15674835615,17790026222,19395491993,18318412251,19288929030,18405220247,20444205991,21576351799,23577298095,26783389294,29744246827,33567850824,38503720224,37126148265,40676578423,46876006272,49593929487,52996446269,57852153059,62186064719,66053403469,71653754066,73328365862,77172317259,77715183063
Guam,,,,,,,,,,,,,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6056000000,6366000000,5886000000
Guyana,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167450.2,726131434.7,743063950.3,787814379.2,824880550.3,2379817991,2730971595,3025187433,3165663153,3432912517,3691384318,4063088536,4167800936,4127660158,4279840194,4482697337,4748174334,4787637006,5173760192,5471256595
High income,1.90386E+13,2.01412E+13,2.16676E+13,2.18451E+13,2.34255E+13,2.60143E+13,2.62385E+13,2.57908E+13,2.58872E+13,2.71935E+13,2.77637E+13,2.74902E+13,2.86608E+13,3.21234E+13,3.57703E+13,3.78298E+13,3.99615E+13,4.37542E+13,4.66225E+13,4.36653E+13,4.57643E+13,4.94209E+13,4.94469E+13,5.00535E+13,5.11357E+13,4.82692E+13,4.92963E+13,5.15683E+13,5.48368E+13,5.53131E+13,5.39622E+13
"Hong Kong SAR, China",76928784621,88959997900,1.04273E+11,1.20354E+11,1.35812E+11,1.44652E+11,1.59718E+11,1.77353E+11,1.68885E+11,1.65768E+11,1.71669E+11,1.69404E+11,1.66349E+11,1.61386E+11,1.691E+11,1.81569E+11,1.93535E+11,2.11597E+11,2.19279E+11,2.14048E+11,2.28639E+11,2.48514E+11,2.62629E+11,2.75697E+11,2.9146E+11,3.09386E+11,3.2086E+11,3.41273E+11,3.61731E+11,3.63075E+11,3.44943E+11
Honduras,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7186638029,7651162302,7858255413,8230391347,8869299234,9757012697,10917477066,12361257681,13881731876,14587496229,15839344592,17710275685,18528554398,18499729215,19756533972,20979791685,21717604952,23136247991,24067750760,25089937022,23827859227
Heavily indebted poor countries (HIPC),1.64071E+11,1.78903E+11,1.33513E+11,1.38023E+11,1.16901E+11,1.36433E+11,1.48255E+11,1.54571E+11,1.63103E+11,1.63902E+11,1.77663E+11,1.72678E+11,1.86825E+11,2.11469E+11,2.43412E+11,2.79302E+11,3.2988E+11,3.95503E+11,4.70557E+11,4.6995E+11,5.1083E+11,5.66141E+11,5.84993E+11,6.55793E+11,6.94265E+11,6.67199E+11,6.74447E+11,7.24638E+11,7.74574E+11,8.02981E+11,8.11639E+11
Croatia,,,,,,22778297036,24147533302,24172615104,25885224259,23770159784,22128719418,23063323723,26757255952,35254833028,41855265955,45025332740,49601608069,59319172947,68519137406,62085753436,58819429750,62736258335,57354547991,59491066218,59342363989,50857353544,52512987756,56061675144,61481309636,61470295888,57760024674
Haiti,3096289800,3473562850,2257129874,1878253818,2167569095,2813313279,2907517543,3338949152,3723903724,4153725967,6813565983,6331970413,6205847137,5071947798,6087360735,7030149791,7638739124,9228637766,10432962725,11597002930,11859312627,13008746039,13708925403,14902488489,15146883647,14849629408,14069277533,15093357143,16403864522,15016090930,14508222518
Hungary,,34753569693,38730585922,40124916941,43166678735,46425677734,46658755152,47296952929,48706787306,49073380174,47218405892,53749989092,67608919144,85285062818,1.04121E+11,1.13211E+11,1.15716E+11,1.40187E+11,1.58326E+11,1.31069E+11,1.32175E+11,1.41942E+11,1.28814E+11,1.35684E+11,1.41034E+11,1.25174E+11,1.2861E+11,1.43112E+11,1.60566E+11,1.6402E+11,1.57227E+11
IBRD only,3.65172E+12,3.53219E+12,3.75167E+12,4.17856E+12,4.35965E+12,4.91719E+12,5.36894E+12,5.69456E+12,5.54101E+12,5.39708E+12,5.8737E+12,5.9511E+12,6.0398E+12,6.78414E+12,8.08074E+12,9.65588E+12,1.14489E+13,1.42158E+13,1.70522E+13,1.65318E+13,2.00981E+13,2.37908E+13,2.52885E+13,2.66736E+13,2.7568E+13,2.58198E+13,2.60095E+13,2.87261E+13,3.05604E+13,3.12231E+13,3.00666E+13
IDA & IBRD total,4.03582E+12,3.94748E+12,4.12897E+12,4.57714E+12,4.78305E+12,5.4293E+12,5.96113E+12,6.31597E+12,6.19185E+12,5.89858E+12,6.44579E+12,6.52392E+12,6.65435E+12,7.4712E+12,8.88534E+12,1.05935E+13,1.25655E+13,1.55274E+13,1.86153E+13,1.80688E+13,2.18661E+13,2.55736E+13,2.71669E+13,2.87169E+13,2.97692E+13,2.79622E+13,2.81449E+13,3.09342E+13,3.29381E+13,3.36917E+13,3.24843E+13
IDA total,3.84705E+11,4.17478E+11,3.77865E+11,3.99089E+11,4.24044E+11,5.13328E+11,5.94262E+11,6.2346E+11,6.53855E+11,5.01477E+11,5.72668E+11,5.73262E+11,6.15669E+11,6.88276E+11,8.05848E+11,9.38815E+11,1.11804E+12,1.31226E+12,1.56378E+12,1.53777E+12,1.76856E+12,1.78267E+12,1.87816E+12,2.04333E+12,2.20123E+12,2.14118E+12,2.13434E+12,2.20838E+12,2.37779E+12,2.46816E+12,2.41694E+12
IDA blend,1.46279E+11,1.57326E+11,1.51862E+11,1.61704E+11,1.79925E+11,2.53249E+11,3.07302E+11,3.22681E+11,3.37878E+11,1.81301E+11,2.23926E+11,2.23608E+11,2.45791E+11,2.76923E+11,3.35979E+11,3.97896E+11,4.93903E+11,5.7302E+11,6.72162E+11,6.26151E+11,7.35134E+11,8.40906E+11,9.3491E+11,1.01705E+12,1.10402E+12,1.0478E+12,9.78036E+11,9.60766E+11,1.04997E+12,1.07088E+12,1.00354E+12
Indonesia,1.06141E+11,1.16622E+11,1.28027E+11,1.58007E+11,1.76892E+11,2.02132E+11,2.2737E+11,2.15749E+11,95445547873,1.40001E+11,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11,9.12524E+11,8.90815E+11,8.60854E+11,9.31877E+11,1.01562E+12,1.04227E+12,1.1191E+12,1.05905E+12
IDA only,2.39694E+11,2.61697E+11,2.26449E+11,2.37788E+11,2.44216E+11,2.58747E+11,2.8484E+11,2.98543E+11,3.13653E+11,3.21578E+11,3.49652E+11,3.50588E+11,3.70657E+11,4.12162E+11,4.7048E+11,5.41446E+11,6.24189E+11,7.39496E+11,8.92226E+11,9.12411E+11,1.03426E+12,9.42033E+11,9.43246E+11,1.02628E+12,1.09721E+12,1.09338E+12,1.15631E+12,1.24761E+12,1.32782E+12,1.39728E+12,1.4134E+12
Isle of Man,,,,,,914762873.7,1023005863,1180968165,1382605389,1567402514,1563667800,1659131244,1947332922,2328658228,2822358473,3032409189,3422735302,4466353635,5928788781,5486918995,5920366628,6565668781,6690228489,7001180246,7708459145,7084795708,6846373277,6979791187,7491654051,7314966839,6684229269
India,3.20979E+11,2.70105E+11,2.88208E+11,2.79296E+11,3.27276E+11,3.60282E+11,3.92897E+11,4.15868E+11,4.21351E+11,4.5882E+11,4.68395E+11,4.85441E+11,5.14938E+11,6.07699E+11,7.09149E+11,8.20382E+11,9.4026E+11,1.21674E+12,1.1989E+12,1.34189E+12,1.67562E+12,1.82305E+12,1.82764E+12,1.85672E+12,2.03913E+12,2.10359E+12,2.2948E+12,2.65147E+12,2.70293E+12,2.83561E+12,2.6716E+12
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,49305632408,49787501584,55918538121,52417477614,57097656066,69139823232,75790786290,82856648758,90199410116,98893958263,1.00208E+11,1.09347E+11,1.28596E+11,1.64671E+11,1.94372E+11,2.11877E+11,2.32181E+11,2.70079E+11,2.75447E+11,2.36443E+11,2.21914E+11,2.39171E+11,2.25119E+11,2.38112E+11,2.59682E+11,2.92364E+11,2.98559E+11,3.37242E+11,3.86693E+11,3.98933E+11,4.28609E+11
"Iran, Islamic Rep.",1.24813E+11,,,63743623231,71841461172,96419225745,1.20404E+11,1.13919E+11,1.10277E+11,1.13848E+11,1.09592E+11,1.26879E+11,1.28627E+11,1.53545E+11,1.90043E+11,2.26452E+11,2.66299E+11,3.49882E+11,4.12336E+11,4.16397E+11,4.86808E+11,6.26133E+11,6.44036E+11,4.92776E+11,4.60383E+11,4.08213E+11,4.57955E+11,4.8663E+11,3.29692E+11,2.8365E+11,2.39735E+11
Iraq,1.80408E+11,407796349.7,553671957.7,1031944881,3991349283,12894029888,10433698621,20764857056,20617405044,36881601584,48364250944,36176430129,32928454672,21921569479,36627901762,49954890353,65140147197,88837055195,1.31614E+11,1.11658E+11,1.38517E+11,1.8575E+11,2.18002E+11,2.34638E+11,2.28416E+11,1.66774E+11,1.66602E+11,1.87218E+11,2.27367E+11,2.33636E+11,1.80924E+11
Iceland,6468736356,6909730288,7080981738,6218581532,6389460343,7123633418,7426082271,7569672925,8503693099,8982047589,9025660362,8234846805,9318395055,11429333038,13825302536,16852963067,17465318552,21652505597,18074622987,13154414219,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26260850582,24681343649,21565767851
Israel,,,,,,1.04893E+11,1.14506E+11,1.18859E+11,1.20057E+11,1.20923E+11,1.36036E+11,1.34636E+11,1.25061E+11,1.313E+11,1.39973E+11,1.47084E+11,1.5867E+11,1.84052E+11,2.20531E+11,2.1197E+11,2.38364E+11,2.66792E+11,2.62282E+11,2.97733E+11,3.1433E+11,3.03414E+11,3.22103E+11,3.58245E+11,3.76692E+11,4.02471E+11,4.13268E+11
Italy,1.18122E+12,1.24622E+12,1.32016E+12,1.06496E+12,1.09922E+12,1.17466E+12,1.31243E+12,1.24188E+12,1.27005E+12,1.25245E+12,1.14668E+12,1.16802E+12,1.27677E+12,1.57762E+12,1.80654E+12,1.85822E+12,1.94955E+12,2.2131E+12,2.40866E+12,2.19993E+12,2.1361E+12,2.29499E+12,2.08696E+12,2.14192E+12,2.16201E+12,1.83664E+12,1.87707E+12,1.9618E+12,2.09193E+12,2.0113E+12,1.89746E+12
Jamaica,4592208087,4106207649,3535460090,5440075676,5452558947,6577520643,7393891921,8400041724,8787195622,8887057997,9005064475,9194727831,9719009495,9430234811,10174664854,11243865778,11930179090,12799600047,13709401520,12120458115,13220549908,14444661522,14807086556,14264205153,13899217722,14188936958,14077096714,14808985171,15730792836,15830766571,13812421803
Jordan,4160087508,4344467193,5310833194,5606400222,6236295978,6727597032,6927503526,7245839210,7912270804,8149929478,8460789845,8975814653,9582510578,10195627645,11411706629,12588998590,15056981664,17110437236,22658715989,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41608435915,43370860704,44502816901,43700383099
Japan,3.1859E+12,3.64807E+12,3.9807E+12,4.53694E+12,4.9988E+12,5.54556E+12,4.92339E+12,4.49245E+12,4.09836E+12,4.63598E+12,4.96836E+12,4.37471E+12,4.18285E+12,4.51956E+12,4.89312E+12,4.83147E+12,4.60166E+12,4.57975E+12,5.10668E+12,5.28949E+12,5.75907E+12,6.23315E+12,6.27236E+12,5.21233E+12,4.89699E+12,4.44493E+12,5.00368E+12,4.93084E+12,5.04088E+12,5.11799E+12,5.05559E+12
Kazakhstan,26932016270,24923076923,24917355372,23409260880,21250792886,20374302652,21035357937,22165932063,22135245507,16870817182,18291990662,22152689180,24636598527,30833692900,43151647003,57123671734,81003864630,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.92626E+11,2.07999E+11,2.36635E+11,2.21416E+11,1.84388E+11,1.37278E+11,1.66806E+11,1.7934E+11,1.81667E+11,1.71082E+11
Kenya,8572359038,8151488783,8209120763,5751786643,7148148564,9046320255,12045865396,13115764358,14093998844,12896010459,12705350098,12986007426,13147736899,14904517650,16095337094,18737895513,25825512284,31958195182,35895153328,42347217913,45405615064,46869473151,56396704672,61671440408,68285796514,70120446897,74815144164,82036510877,92202979985,1.00378E+11,1.00658E+11
Kyrgyz Republic,2675000000,2569444444,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249061487,1369688498,1525116370,1605643105,1919008090,2211534585,2460246766,2834168889,3802570553,5139958909,4690061381,4794361863,6197765984,6605142884,7335033801,7468102413,6678177512,6813095379,7702938379,8271106235,9371275264,8270468614
Cambodia,,,,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235913,10351914177,10401851768,11242275288,12829541141,14054443213,15227991395,16702610842,18049954289,20016747858,22177200588,24571753583,27089390033,25872797892
Kiribati,42933296.49,47516817.84,47736272.52,46920900.88,54834542.25,56336650.03,66517302.72,67538482.09,65333691.83,69034484.98,67253121.62,63099901.63,72197909.01,90231037.53,102370652.9,112136256.3,110237181,132674851.4,141045213,132421039.3,155305602.2,180672702.3,189629954.8,184543120.9,177868200,170292316.8,178507954.9,188540710.2,196501525.7,175181629.3,177553274.6
St. Kitts and Nevis,217259259.3,220540740.7,242137037,263755555.6,295159259.3,313485185.2,333944444.4,374641308,383257331.4,406595484.4,421695769.8,458643829,481077373.7,469869869.9,506900000,547203703.7,644414814.8,689285185.2,777691333.3,774273111.1,778718518.5,836092592.6,825381481.5,874896296.3,953166666.7,957025925.9,1007348148,1058366667,1076240741,1107155556,883933333.3
"Korea, Rep.",2.83366E+11,3.30647E+11,3.55525E+11,3.92666E+11,4.6362E+11,5.66581E+11,6.10167E+11,5.69755E+11,3.83332E+11,4.97514E+11,5.76179E+11,5.47656E+11,6.27247E+11,7.02715E+11,7.93176E+11,9.34901E+11,1.05322E+12,1.17261E+12,1.04734E+12,9.43942E+11,1.14367E+12,1.25329E+12,1.27805E+12,1.37063E+12,1.48449E+12,1.46604E+12,1.49968E+12,1.62307E+12,1.72537E+12,1.65142E+12,1.64431E+12
Kuwait,18427777778,11009993703,19858555215,23941391391,24848483838,27186980647,31492373309,30350190704,25943705784,30122365849,37718743480,34889559870,38135788414,47874582232,59439090601,80798630137,1.01557E+11,1.14634E+11,1.4738E+11,1.05969E+11,1.15417E+11,1.5408E+11,1.74048E+11,1.74168E+11,1.6265E+11,1.14586E+11,1.09406E+11,1.20688E+11,1.38203E+11,1.36192E+11,1.05949E+11
Latin America & Caribbean (excluding high income),1.03448E+12,1.09564E+12,1.18142E+12,1.41825E+12,1.61377E+12,1.69785E+12,1.85306E+12,2.02189E+12,2.03884E+12,1.81033E+12,2.00228E+12,1.95275E+12,1.75858E+12,1.79541E+12,2.04508E+12,2.47173E+12,2.8822E+12,3.40276E+12,3.93203E+12,3.64567E+12,4.55784E+12,5.32074E+12,5.29805E+12,5.43519E+12,5.4563E+12,4.63664E+12,4.49924E+12,5.01271E+12,4.87048E+12,4.80526E+12,4.05109E+12
Lao PDR,865559879.4,1028087972,1127806945,1327748690,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3455031448,4223152219,5446434032,5836138127,7131773633,8750107402,10192848926,11983252627,13279248479,14426381187,15912495369,17071162084,18141651381,18740559554,18981800705
