Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Pacific island small states,2354687466,2500551372,2743014361,2908044325,3426105662,3716903984,3978860485,3985888228,3413057977,3750909522,3435656409,3389381029,3558832713,4239179347,4877983057,5419134785,5688865058,6273728190,6704438347,6031358946,6634285955,7736812356,8198463635,8523914645,9263445657,9054326773,9504027216,10256679808,10764416947,10709524680,9492350931
Post-demographic dividend,1.84151E+13,1.94446E+13,2.08751E+13,2.10314E+13,2.25219E+13,2.49767E+13,2.50951E+13,2.46018E+13,2.4708E+13,2.59454E+13,2.63987E+13,2.61437E+13,2.72684E+13,3.05704E+13,3.39704E+13,3.57415E+13,3.7604E+13,4.10423E+13,4.34752E+13,4.09254E+13,4.26854E+13,4.58476E+13,4.57796E+13,4.62331E+13,4.71497E+13,4.45806E+13,4.55833E+13,4.75321E+13,5.03805E+13,5.08781E+13,4.97409E+13
French Polynesia,3320159522,3410078968,3713785765,3544608548,3676123788,4186994249,4166072830,3762859093,3903186593,3911602004,3599845480,3573808556,3965405553,4927780607,5564109982,5705052135,5877997980,6631156406,7136741422,6584557974,6086644799,6203940037,5692858099,6031827123,6151996561,5325846362,5497036477,5833352693,6135116253,6022276196,5792545871
Qatar,7360439423,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.67775E+11,1.86834E+11,1.98728E+11,2.06225E+11,1.6174E+11,1.51732E+11,1.61099E+11,1.83335E+11,1.76371E+11,1.44411E+11
Romania,38247882300,28850634900,25121666667,26361160450,30072805104,37430162103,36937074278,35575214078,41696091974,35953156754,37253739511,40395116581,46065502703,57806384143,74973656852,98454380120,1.22024E+11,1.74589E+11,2.14317E+11,1.74102E+11,1.70029E+11,1.92614E+11,1.79133E+11,1.89789E+11,1.99714E+11,1.77884E+11,1.85288E+11,2.10147E+11,2.43316E+11,2.51018E+11,2.51363E+11
Russian Federation,5.17014E+11,5.17963E+11,4.60291E+11,4.35084E+11,3.95077E+11,3.95537E+11,3.91725E+11,4.04929E+11,2.70955E+11,1.95907E+11,2.5971E+11,3.06602E+11,3.4547E+11,4.30347E+11,5.91017E+11,7.64016E+11,9.89932E+11,1.2997E+12,1.66085E+12,1.22265E+12,1.52492E+12,2.04592E+12,2.20829E+12,2.29247E+12,2.05924E+12,1.36348E+12,1.27679E+12,1.5742E+12,1.65733E+12,1.69312E+12,1.49308E+12
Rwanda,2550185679,1911600237,2029026962,1971525712,753636370.5,1293535193,1382334879,1851558197,1989343546,2157240526,2068955253,1966719933,1966111529,2138354521,2376642786,2933999089,3319974269,4070746222,5180228096,5674899033,6125216482,6885492661,7655465590,7820741499,8239766320,8544621757,8696069807,9252834120,9636254325,10346326599,10172303393
South Asia,4.0699E+11,3.62087E+11,3.84546E+11,3.80915E+11,4.32114E+11,4.79617E+11,5.24715E+11,5.50444E+11,5.58153E+11,5.98033E+11,6.47687E+11,6.63315E+11,6.95416E+11,8.11619E+11,9.41544E+11,1.07573E+12,1.2207E+12,1.53595E+12,1.5596E+12,1.70262E+12,2.08224E+12,2.29396E+12,2.32783E+12,2.38973E+12,2.61476E+12,2.7334E+12,3.01089E+12,3.43394E+12,3.53408E+12,3.65822E+12,3.48992E+12
Saudi Arabia,1.1763E+11,1.32223E+11,1.37088E+11,1.32968E+11,1.35175E+11,1.43343E+11,1.58662E+11,1.65964E+11,1.46775E+11,1.61717E+11,1.89515E+11,1.84138E+11,1.89606E+11,2.15808E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.28207E+11,6.76635E+11,7.4185E+11,7.53865E+11,7.66606E+11,6.69484E+11,6.66E+11,7.14995E+11,8.46584E+11,8.38565E+11,7.34271E+11
Sudan,33641222222,44168918919,7031909434,8881005436,12793794737,13830363900,9018300725,11681175864,11250221537,10682028340,12257299147,15716361792,18137128388,21355298460,26646007251,35182711988,45263831634,59440139775,64833083257,51621044077,58962978034,55018567211,37632919967,43024018082,49516748618,51726758677,42630376000,41283617976,32333780383,32338079165,27034593750
Senegal,7390967360,7255210470,7769817840,7367986241,5034588196,6326342633,6559712166,6041478726,6505607909,6592834933,6013185004,6507824829,7006402320,8768721563,10076816667,11009033438,11697918243,13994218413,16853989628,16145867495,16121315909,17814283639,17660870412,18918667725,19797253440,17774766696,19040312333,20996562944,23116701556,23403995992,24530513038
Singapore,36144336769,45466164978,52131320033,60603815716,73688724431,87812540788,96293086513,1.00124E+11,85728207782,86286849755,96076539926,89793790670,92538372870,97646401096,1.15034E+11,1.27808E+11,1.48627E+11,1.80942E+11,1.93617E+11,1.9415E+11,2.39808E+11,2.79356E+11,2.95093E+11,3.07576E+11,3.14864E+11,3.07999E+11,3.1903E+11,3.43273E+11,3.76869E+11,3.76838E+11,3.48392E+11
Solomon Islands,214877666.7,227540473.3,269034595.8,300746361.1,402837005.3,469443201.5,510586430.2,526554006,457579840.2,488024514.4,419842674.2,409508553,346406738.9,417668983.4,468005318.6,552864570.2,617258154.3,695295347.6,776337691.8,805557562.6,898133684.9,1063895361,1185215418,1285911586,1335571421,1307909888,1379490304,1469789119,1615478393,1619155017,1536145814
Sierra Leone,649644097.6,780098205.2,679997997.6,768812334.8,911915970.7,870758739.4,941742152.7,850218033.6,672375927.3,669384768.9,635874002.2,1074851475,1236235827,1369685677,1430217081,1627058425,1862116291,2126679544,2451896435,2419014960,2578159804,2932274309,3789251613,4920343317,5015180725,4252029354,3862721266,3719443418,4085114388,4076578699,4062906266
El Salvador,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26881140000,24930080000
San Marino,,,,,,,,,,1109098658,1005159388,1077413479,1168269231,1464326161,1723750000,1785847531,1908167106,2185874624,2393437820,2056126702,1881191950,1813717695,1604701051,1678741202,1673910988,1419400404,1468342431,1528621195,1655354304,1616188702,1541247884
Somalia,917044228,,,,,,,,,,,,,,,,,,,,,,,5836021227,6537360533,6984947145,7390796617,8252394373,8278212314,9420431258,9204140383
Serbia,,,,,,16832598870,21818007449,25676488000,19457979423,19388663551,6875845987,12960546471,17120906918,22482365322,26141968161,27683225959,32482070360,43170990616,52194221469,45162894381,41819468692,49258136129,43309252921,48394239475,47062202419,39655949731,40692661657,44179075779,50640662859,51514242939,53356484591
Sub-Saharan Africa (excluding high income),3.74681E+11,4.01456E+11,3.61255E+11,3.64836E+11,3.72818E+11,4.75486E+11,5.29867E+11,5.57982E+11,5.62117E+11,3.99156E+11,4.23549E+11,4.06162E+11,4.42418E+11,5.57409E+11,6.92413E+11,8.22476E+11,9.72603E+11,1.12764E+12,1.27862E+12,1.22416E+12,1.44906E+12,1.62894E+12,1.69078E+12,1.79611E+12,1.87281E+12,1.66713E+12,1.52039E+12,1.62406E+12,1.77909E+12,1.82795E+12,1.71466E+12
South Sudan,,,,,,,,,,,,,,,,,,,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,,,,,
Sub-Saharan Africa,3.75072E+11,4.01852E+11,3.61719E+11,3.65343E+11,3.73339E+11,4.76029E+11,5.30403E+11,5.58582E+11,5.62767E+11,3.99824E+11,4.24208E+11,4.0683E+11,4.43166E+11,5.58165E+11,6.93312E+11,8.2346E+11,9.7369E+11,1.12872E+12,1.2796E+12,1.22501E+12,1.45004E+12,1.63E+12,1.69187E+12,1.79744E+12,1.8742E+12,1.66852E+12,1.52185E+12,1.62559E+12,1.78068E+12,1.8296E+12,1.71584E+12
Small states,74904284632,76503385460,81412478292,80325204441,84517313061,95833039358,1.01907E+11,1.09156E+11,1.09054E+11,1.16967E+11,1.29427E+11,1.29945E+11,1.3904E+11,1.66312E+11,2.00125E+11,2.38409E+11,2.77391E+11,3.32465E+11,4.00485E+11,3.43079E+11,3.94062E+11,4.74846E+11,4.96292E+11,5.15844E+11,5.3282E+11,4.55151E+11,4.47159E+11,4.83233E+11,5.3063E+11,5.22425E+11,4.53792E+11
Sao Tome and Principe,,,,,,,,,,,,75951133.38,85171073.88,102085769.1,114582283.9,136450662.4,142775104.1,149146918.9,188021165,200668065,190021192.5,226455001.2,229371348.2,267041747.6,293119143.2,259999643,292267272.2,322002845.2,383717327.8,412976064.5,471229484.6
Suriname,388400000,448100000,404600000,428764705.9,605492537.3,691590497.7,861372806.2,926422500,1110850000,886290697.7,947671969.7,834279357.8,1093574468,1274190311,1484092538,1793410397,2626380435,2936612022,3532969035,3875409836,4368370998,4422276622,4980000000,5145757576,5240606061,5126237646,3317421648,3591679431,3996198867,4016040575,2911807496
Slovak Republic,12747380650,14272201755,15495514297,16520676974,20162936291,25840146405,27925036755,27706028096,29856000671,30463670124,29242558797,30778781607,35297794386,46919965224,57437444469,62808723477,70767338922,86563986799,1.0088E+11,89399303222,91162836320,99922685425,94623731086,98935222175,1.01437E+11,88900883131,89952699525,95649966261,1.06138E+11,1.05712E+11,1.06731E+11
Slovenia,,,,,,21352224019,21507232649,20763101741,22146231968,22711384311,20289627637,20876309970,23489890274,29634713641,34414784504,36206395971,39481045038,48067401207,55779427740,50567734886,48208240226,51583869785,46577793184,48415657265,49997186439,43107506024,44766722791,48589100043,54177882426,54386654314,53734526854
Sweden,2.61846E+11,2.74229E+11,2.84321E+11,2.12953E+11,2.29034E+11,2.67306E+11,2.91744E+11,2.68146E+11,2.70809E+11,2.74072E+11,2.62835E+11,2.42396E+11,2.66849E+11,3.34337E+11,3.85118E+11,3.92218E+11,4.23093E+11,4.91253E+11,5.17706E+11,4.36537E+11,4.95813E+11,5.74094E+11,5.52484E+11,5.86842E+11,5.81964E+11,5.05104E+11,5.15655E+11,5.41019E+11,5.55455E+11,5.3388E+11,5.47054E+11
Eswatini,1114694041,1156135718,1284759928,1357189552,1419294254,1698989464,1602741834,1716714070,1576908856,1547888496,1738093840,1542477309,1432221739,2197598466,2770082792,3178112499,3291330019,3469381231,3294084314,3580428053,4438765086,4820478680,4886551484,4597552982,4422986272,4063245671,3816019193,4402969226,4666598024,4466214591,3982236693
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,936089385.5,985865921.8,1022905028,1361811521,1417888712,1427017202,1353212141,1259200443,1407880466,1236428075
Seychelles,392163560.9,398307169.9,461409398.9,504230620.6,517570058.2,540733047.7,535250347.1,598966982.4,647287375.8,662838614.9,654212394.3,662064155.9,742134837.5,750847230.1,893012218.2,977899381.8,1081441283,1077308814,979597394.3,851064347.1,981917973.7,1059249932,1089880685,1324915185,1387576450,1391427967,1458954073,1529773473,1588050311,1645090567,1183515314
Syrian Arab Republic,23904498886,27756258352,33107349666,36860133630,45086948775,50866369710,61546280624,66420400891,70418173719,72970334076,80590022272,86771314031,90558485523,95693808463,1.12863E+11,1.34204E+11,1.538E+11,1.8003E+11,2.1809E+11,2.24562E+11,2.52518E+11,67539428159,43190318033,21361254635,21502061466,16468399173,12598742889,16369724424,21496337949,22600896343,11156757922
Turks and Caicos Islands,,,,,,,,,,,,358744800,366707900,409753600,485598800,578645800,721891500,773489700,862683600,703175800,686787800,728789600,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000
Chad,1738605558,1877137982,1881847670,1463251164,1179837963,1445919895,1607345356,1544689577,1744794531,1534673583,1388506772,1710843377,1997005709,2742815072,4422855661,6649307524,7428701454,8650137743,10393833765,9290728319,10668103554,12172308851,12367362757,12953534866,13940767219,10950392257,10097778098,10000394381,11239167898,11314951092,10715396042
East Asia & Pacific (IDA & IBRD countries),6.99931E+11,7.52432E+11,8.76266E+11,1.06397E+12,1.0706E+12,1.32049E+12,1.51656E+12,1.56878E+12,1.4315E+12,1.57619E+12,1.73411E+12,1.84497E+12,2.04197E+12,2.31112E+12,2.67975E+12,3.104E+12,3.73829E+12,4.72606E+12,5.97981E+12,6.48333E+12,7.89085E+12,9.63883E+12,1.07467E+13,1.18555E+13,1.27844E+13,1.33069E+13,1.35978E+13,1.48628E+13,1.66199E+13,1.7192E+13,1.74658E+13
Europe & Central Asia (IDA & IBRD countries),1.00487E+12,9.95789E+11,9.31486E+11,9.28726E+11,8.34828E+11,9.24002E+11,9.50622E+11,9.80497E+11,9.47828E+11,8.21675E+11,8.94545E+11,9.09541E+11,1.0227E+12,1.2582E+12,1.62801E+12,2.03929E+12,2.46636E+12,3.1724E+12,3.92683E+12,3.11373E+12,3.65767E+12,4.44982E+12,4.6464E+12,4.91532E+12,4.64391E+12,3.62752E+12,3.48567E+12,3.90924E+12,4.07695E+12,4.15914E+12,3.90017E+12
Togo,1628427587,1602299812,1692959104,1233496938,982624331.6,1309382817,1465448204,1498950971,1587346018,1576672666,1491891156,1482437766,1706698033,2115836258,2259992505,2281483016,2351584496,3759962853,4578847113,4721888275,4746386893,5422439152,5413541649,6021729630,6393314708,5755457836,6071167584,6387424240,7029215766,6992654019,7486031562
Thailand,85343190719,98234714971,1.11453E+11,1.28889E+11,1.46684E+11,1.69279E+11,1.83035E+11,1.5018E+11,1.13676E+11,1.26669E+11,1.26392E+11,1.20296E+11,1.34301E+11,1.52281E+11,1.72896E+11,1.89318E+11,2.21758E+11,2.62943E+11,2.91383E+11,2.81711E+11,3.41105E+11,3.70819E+11,3.97558E+11,4.20334E+11,4.07339E+11,4.01296E+11,4.13366E+11,4.56357E+11,5.06754E+11,5.43977E+11,5.00457E+11
Tajikistan,2629395066,2536585366,1909246641,1646693642,1522018436,1231567145,1043654822,921517486.7,1320199582,1086612583,860541842.3,1080772703,1221106073,1555318431,2076176636,2312352268,2830213563,3719524181,5161299725,4979471964,5642221529,6522755783,7633036366,8448410727,9112606074,8271431932,6992416097,7536403147,7765000282,8300813890,8133963813
Turkmenistan,3000000000,2950000000,3200000000,3180952381,2560939794,2482249253,2378759975,2450350625,2605689134,2450564100,2904663311,3534772732,4462029109,5977440583,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36169428571,37926285714,40765428571,45232857143,45818000000
Latin America & the Caribbean (IDA & IBRD countries),1.10946E+12,1.18726E+12,1.29317E+12,1.53492E+12,1.73395E+12,1.85396E+12,2.01499E+12,2.2103E+12,2.23127E+12,2.0003E+12,2.21245E+12,2.15975E+12,1.92577E+12,1.95874E+12,2.2626E+12,2.74901E+12,3.23112E+12,3.82282E+12,4.4609E+12,4.17392E+12,5.20743E+12,5.93588E+12,6.00143E+12,6.14846E+12,6.26514E+12,5.19226E+12,5.0512E+12,5.62675E+12,5.50085E+12,5.40947E+12,4.56117E+12
Timor-Leste,,,,,,,,,,,366924300,477443500,469455500,490439100,440772000,462268000,453792400,542795400,648523600,726937800,881909300,1042534600,1160555000,1395727400,1447535200,1595205100,1652603700,1598208400,1566157200,2027034000,2162619200
Middle East & North Africa (IDA & IBRD countries),5.04209E+11,2.67675E+11,2.97142E+11,3.10835E+11,3.39555E+11,3.76446E+11,4.25196E+11,4.48652E+11,4.61877E+11,5.01954E+11,5.31889E+11,5.38316E+11,5.2474E+11,5.73739E+11,6.81175E+11,8.03396E+11,9.36959E+11,1.1425E+12,1.40894E+12,1.37051E+12,1.5781E+12,1.62522E+12,1.7526E+12,1.61053E+12,1.58687E+12,1.4251E+12,1.46044E+12,1.46078E+12,1.38556E+12,1.39149E+12,1.26935E+12
Tonga,113563821.6,132201141.4,137066290.6,138489884.4,195990986.2,208871665.7,222100576.3,214991452.3,191504892.8,199208717.5,204848487.8,181117230.4,182764280.8,202246591.2,230657627.2,261803684.2,292230662.4,298519024.1,344436582.1,312377678.8,366832215.2,414533117.7,470705196.4,450650633,439877614.4,437003078.6,420548712.4,460374354.8,488906838.6,512053692.1,484796854.9
South Asia (IDA & IBRD),4.0699E+11,3.62087E+11,3.84546E+11,3.80915E+11,4.32114E+11,4.79617E+11,5.24715E+11,5.50444E+11,5.58153E+11,5.98033E+11,6.47687E+11,6.63315E+11,6.95416E+11,8.11619E+11,9.41544E+11,1.07573E+12,1.2207E+12,1.53595E+12,1.5596E+12,1.70262E+12,2.08224E+12,2.29396E+12,2.32783E+12,2.38973E+12,2.61476E+12,2.7334E+12,3.01089E+12,3.43394E+12,3.53408E+12,3.65822E+12,3.48992E+12
Sub-Saharan Africa (IDA & IBRD countries),3.75072E+11,4.01852E+11,3.61719E+11,3.65343E+11,3.73339E+11,4.76029E+11,5.30403E+11,5.58582E+11,5.62767E+11,3.99824E+11,4.24208E+11,4.0683E+11,4.43166E+11,5.58165E+11,6.93312E+11,8.2346E+11,9.7369E+11,1.12872E+12,1.2796E+12,1.22501E+12,1.45004E+12,1.63E+12,1.69187E+12,1.79744E+12,1.8742E+12,1.66852E+12,1.52185E+12,1.62559E+12,1.78068E+12,1.8296E+12,1.71584E+12
Trinidad and Tobago,5068000000,5307905882,5439552941,4669488516,4947205860,5329214163,5759537726,5737751332,6043694330,6808982521,8154338233,8824873259,9008273721,11305459802,13280275123,15982282462,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,27334581560,28709988700,29699968761,27026080987,23713671528,24040299978,24569079488,23775754305,20807571314
Tunisia,12290568182,13074782609,15496708060,14608335608,15633174304,18030876599,19587161807,20746210354,21802893587,22943202175,21473528161,22065832449,23141616605,27453902261,31183885241,32272186695,34376664601,38915353867,44859439902,43455740497,46206091938,48123325825,47311401813,48685446414,50271812921,45779494042,44360072680,42163530591,42686580021,41905540184,42538289933
Turkiye,1.50656E+11,1.51035E+11,1.59105E+11,1.80416E+11,1.3065E+11,1.6932E+11,1.81464E+11,1.89878E+11,2.75942E+11,2.56396E+11,2.74295E+11,2.01753E+11,2.40249E+11,3.14596E+11,4.08865E+11,5.06315E+11,5.57076E+11,6.81321E+11,7.70449E+11,6.49289E+11,7.76967E+11,8.38785E+11,8.80556E+11,9.57799E+11,9.38935E+11,8.64314E+11,8.69683E+11,8.58988E+11,7.78972E+11,7.61006E+11,7.20338E+11
Tuvalu,8824743.942,9365486.899,9742606.019,9631024.916,10887215.58,11025675.43,12335203.38,12701093.97,12757408.46,13687141.11,15073975.53,13964732.33,16842672.6,19456338.03,22798274.98,22909979.82,24096875.46,28450168.69,31874434.86,28076983.97,32105408.48,39196957.49,39345579.47,38615890.63,38760982.65,36811936.08,41629064.22,45276595.35,48015259.88,54123198.57,51746594.31
Tanzania,4258742892,4956587894,4601413526,4257702018,4510847189,5255221041,6496195820,7683852497,12270448553,12708703447,13376365875,13568654924,14134511339,15216719215,16678796642,18395383647,18619859795,21860434823,27947821398,29400573554,32012892919,34657140096,39650394363,45648857242,49986726461,47413919817,49774409374,53274884533,57003712892,61026731926,66068737786
Uganda,4304399310,3321729160,2857457762,3220439044,3990430447,5755818842,6044585327,6269333313,6584815847,5998563258,6193246837,5840503869,6178563591,6606884275,7939487548,9239221763,9977647683,11902564495,14440404132,25127805567,26673441431,27871725241,27305915911,28915786517,32612397257,32387183730,29203988696,30744473841,32927025620,35348155095,37605430214
Ukraine,79523809524,76666666667,73906020558,65648189144,52549580265,48213856469,44558831005,50151531592,41882523345,31580639554,32375083935,39309580983,43956163612,52010355753,67220154164,89238865119,1.11885E+11,1.48734E+11,1.8811E+11,1.21552E+11,1.41209E+11,1.69334E+11,1.82592E+11,1.90499E+11,1.33504E+11,91030967789,93355869404,1.12091E+11,1.30891E+11,1.53883E+11,1.56618E+11
Upper middle income,2.7745E+12,2.69755E+12,2.85356E+12,3.2741E+12,3.37148E+12,3.76471E+12,4.10366E+12,4.36859E+12,4.19725E+12,4.01849E+12,4.45247E+12,4.47354E+12,4.53759E+12,5.08858E+12,6.06717E+12,7.2628E+12,8.6471E+12,1.06854E+13,1.30047E+13,1.25635E+13,1.5404E+13,1.85868E+13,1.98837E+13,2.12685E+13,2.18746E+13,2.056E+13,2.05101E+13,2.26867E+13,2.4376E+13,2.48321E+13,2.39594E+13
Uruguay,9298807850,11206176651,12878148791,15002136971,17474588896,19297663097,20515458114,23969739234,25385886978,23983945191,22823270892,20898761742,13606515723,12045638352,13686329890,17362857684,19741420740,23797773024,31119602539,32708319078,41950361212,50342406067,54232266359,61337621934,61496186974,57680327999,57480788380,65006047680,65203071818,62048585619,53666908054
United States,5.96314E+12,6.15813E+12,6.52033E+12,6.85856E+12,7.28724E+12,7.63975E+12,8.07312E+12,8.57755E+12,9.06282E+12,9.63117E+12,1.02509E+13,1.05819E+13,1.09291E+13,1.14564E+13,1.22172E+13,1.30392E+13,1.38156E+13,1.44742E+13,1.47699E+13,1.44781E+13,1.5049E+13,1.55997E+13,1.6254E+13,1.68432E+13,1.75507E+13,1.8206E+13,1.86951E+13,1.94773E+13,2.05331E+13,2.1381E+13,2.10605E+13
Uzbekistan,13360607991,13677622222,12941297376,13099013836,12899156991,13350468917,13948892216,14744603774,14988971211,17078465982,13760513969,11401421329,9687788513,10134453435,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,49765676402,60178909297,67517349212,73180037911,80845385816,86196264742,86138288633,62081322740,52870108217,60283503705,60224701297
St. Vincent and the Grenadines,240366666.7,254829629.6,277955555.6,286307407.4,289437037,316007407.4,331488888.9,347770370.4,373618518.5,390718518.5,427946037,462072333.3,487763851.9,509090888.9,549900185.2,579948925.9,643501148.1,713596666.7,732663259.3,714300259.3,720447888.9,713796370.4,730032592.6,764781259.3,770900000,786555555.6,814303703.7,844037037,884329629.6,910766666.7,869111111.1
"Venezuela, RB",48606952195,53453444787,60416519620,60037460783,58418666667,77389487770,70543211119,85837678560,91336763255,97972842462,1.17146E+11,1.22911E+11,92893587734,83620628582,1.12451E+11,1.45513E+11,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,,,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,3262000000,3443000000,3797000000,4428000000,4484000000,4784000000,4244000000,4201000000,4324000000,4223000000,4089000000,3738000000,3565000000,3663000000,3798000000,3794000000,3923000000,4121000000,4189000000
Viet Nam,6471740806,9613369520,9866990236,13180953598,16286433533,20736164459,24657470575,26843700442,27209602050,28683659007,31172518403,32685198809,35064105501,39552513232,45427854693,57633255738,66371664817,77414425532,99130304099,1.06015E+11,1.47201E+11,1.72595E+11,1.95591E+11,2.13709E+11,2.33451E+11,2.39258E+11,2.57096E+11,2.81354E+11,3.10106E+11,3.34365E+11,3.46616E+11
Vanuatu,168879207.2,201334169.1,209088824.6,200491853.2,233701301.5,249333250.1,261370044.5,272771209.1,262293410.7,268006972.7,272014627.8,257926881.7,262596535.5,314471413,364996869.1,394962433,439358586.5,516392922.5,590748429.4,592622319.1,670712979.7,770153588.2,747839697.7,758304466.2,772315983.8,730870803,780889605.9,880061833.7,914736985.4,936526267.6,909421043.5
World,2.2935E+13,2.39325E+13,2.56239E+13,2.62351E+13,2.79975E+13,3.11755E+13,3.18998E+13,3.17976E+13,3.17486E+13,3.27846E+13,3.3899E+13,3.36892E+13,3.49825E+13,3.92192E+13,4.41954E+13,4.78592E+13,5.18626E+13,5.84468E+13,6.42276E+13,6.08793E+13,6.66919E+13,7.39417E+13,7.5587E+13,7.76917E+13,7.98098E+13,7.52499E+13,7.64584E+13,8.13953E+13,8.65427E+13,8.77774E+13,8.52727E+13
Samoa,125766269.8,125597205.4,132303041.4,133122897.2,221098106.5,224865731.4,249907868.8,285475591.9,269485244.2,255408060.3,258856139.8,266299591.5,281790134.2,333426188.4,407747565.1,476801793.2,499923757.8,573548459.8,641346191.7,628006115.4,680260907.2,744097050.2,773141661.2,797736334.3,796683519.6,824150498.7,843924796.7,884844384.5,878448433.4,912950466.1,868898358.3
Kosovo,,,,,,,,,,,,,,,,,,,5181776769,5015894693,5343950556,6341613610,6163484245,6735328610,7074394735,6295848423,6682677290,7180764703,7878759715,7899737577,7717145218
"Yemen, Rep.",12643821569,14665445462,17959367194,21736802664,28019483764,12796345679,6496163616,6838298531,6322175566,7639325296,9679316770,9852990693,10693430511,11777532662,13867634371,16731566717,19063143370,21650528674,26910855807,25130278213,30906749533,32726417878,35401331610,40415233436,43228585321,42444489522,31317824943,26842228829,21606160784,,
South Africa,1.26048E+11,1.35204E+11,1.46956E+11,1.47195E+11,1.53513E+11,1.71736E+11,1.63235E+11,1.68978E+11,1.52983E+11,1.51517E+11,1.51753E+11,1.3543E+11,1.29088E+11,1.97019E+11,2.55807E+11,2.88867E+11,3.03859E+11,3.33077E+11,3.16131E+11,3.29754E+11,4.17364E+11,4.58199E+11,4.34401E+11,4.00886E+11,3.81199E+11,3.4671E+11,3.23586E+11,3.81449E+11,4.05261E+11,3.8933E+11,3.38291E+11
Zambia,3285217391,3376791460,3181921788,3273505344,3656806166,3806983413,3597220962,4303288480,3537741942,3404284891,3600632111,4094441301,4193850445,4901869764,6221110219,8331870169,12756858899,14056957976,17910858638,15328342304,20265559484,23459515276,25503060420,28037239463,27141023558,21251216799,20958412538,25873601261,26311507274,23308667781,18110638269
Zimbabwe,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,17584890937,34156069918,21832234921,21509698407
